article,corpus,target,label
"
This claim was made when someone spotted training film footage spliced into
the footage of the actual spacewalk.",claim make someone spot training film footage splice footage actual spacewalk,2,sci.space
"Hi,

    I've just replaced my existing DTC SCSI controller with an Adaptec 1542B,
and am now having trouble restoring from a Jumbo 250 tape drive.

    I had no trouble installing the Adaptec and DOS recognises both the SCSI
drive and an existing IDE drive - however when I went to restore the backups
from the Jumbo tape I found that it was extremely slow (estimated time 3 mins
actual time 15 min!) I have no trouble restoring from the same tape to the IDE
drive.

    I seem to remember reading that some settings had to be changed to 
enable the Jumbo drive and the Adaptec to work together but I can't find any
mention of it in the manuals.

 My system config is:
   i486DX/33 4Mb 
   Adaptec 1542B running 180Mb Fujitsu SCSI
   IDE Controller running 200Mb IDE
   Jumbo 250 running off floppy controller on IDE

  Any help would be appreciated 

   Thanks,

   Ron. (ronaldm@extro.ucc.su.oz.au)

-------------------------------------------------------------------------------
Ron Mastus		        		    ronaldm@extro.ucc.su.oz.au
 						    41 Mariposa Rd
Phone +61 2 ???-???? (work)		            Bilgola Plateau 2107
      +61 2 918-8152 (home)			    Australia

-- ",hi replace exist dtc scsi controller adaptec 1542b trouble restore jumbo 250 tape drive trouble instal adaptec do recognise scsi drive exist ide drive however go restore backup jumbo tape find extremely slow estimate time 3 min actual time 15 min trouble restore tape ide drive seem remember reading setting change enable jumbo drive adaptec work together not find mention manual system config i486dx33 4 mb adaptec 1542b run 180 mb fujitsu scsi ide controller run 200 mb ide jumbo 250 run floppy controller ide help would appreciated thank ron ronaldmextrouccsuozau ron mastus ronaldmextrouccsuozau 41 mariposa rd phone 61 2 work bilgola plateau 2107 61 2 9188152 home australia,0,comp.sys.ibm.pc.hardware
"
Another F2 rider had similiar problems, and this is the mail I sent him,
hope this helps resolve you problem!

AT


Good point, did not catch this in the original post. The only other things 
which come to mind, since this is a gravity feed fuel system, is this.
The fuel petcock valve is vacuum controlled from the #1 carburator. Let
suppose there is a small hole or bad seal either in the hose itself or the
vacuum valve in the fuel petcock. When it is cold, the hole is open enough
to open the valve just enough to allow gas to the carbs with the choke on, 
since the choke creates more low pressure in the carbs when on to draw gas, 
and as the engine and surrounding area warm up, the hole seals up. 

One way to check fuel flow through the valve would be to pull the side 
panels off and remove the fuel hose to the carbs. Connect a tube of the 
correct size, preferably clear tubing to observe fuel flow, on the output
side of the fuel petcock. Remove the control hose from #1 carburator. Make
sure the tank is full. Place the valve in the ON position and apply vacuum 
to the control hose, preferably with a vacuum device with a gauge, to check 
for air leaks. With vacuum applied, fuel should flow freely. To see if there is
a vent problem, do this with the fuel filler cap open and closed, if it 
flows a lot faster with the filler cap open, then there may be something in 
the vent airway which changes position and depending on the position may clog 
or partially clog the vent. I have heard of some F2 fuel tanks being replaced 
to fix this problem. So the things which might be defective are, the control
hose from #1 carb, the petcock valve, and possibly the fuel tank vent.

Now if all of the above shows no problem of fuel flow when cold, then there 
is something in the carbs screwed up, but there are so many things to check, 
I would be typing all day to list them all! 

Here are a few, with everything back together, apply vacuum to the petcock valve
and open the drain holes on the carbs one by one to check fuel flow. Open up the
airbox and check for foreign debris or clogged airways on the carbs, there are
quite a few on each carb.

I hope something is flushed out with all this trouble shooting. If American
Honda does not resolve this, get MAD AS HELL and report them to the BBB and
call the Honda Customer Service HOTLINE. It is a 800 number, but I don't recall
it off the top of my head. I called just about tires for my F2 and a few days
later a customer satisfaction inquiry card arrived at home asking how I liked
the support I received, here would be your chance to tell them what you think!",another f2 rider similiar problem mail send hope help resolve problem good point not catch original post thing come mind since gravity feed fuel system fuel petcock valve vacuum control 1 carburator let suppose small hole bad seal either hose vacuum valve fuel petcock cold hole open enough open valve enough allow gas carb choke since choke create low pressure carb draw gas engine surround area warm hole seal one way check fuel flow valve would pull side panel remove fuel hose carb connect tube correct size preferably clear tubing observe fuel flow output side fuel petcock remove control hose 1 carburator make sure tank full place valve position apply vacuum control hose preferably vacuum device gauge check air leak vacuum apply fuel flow freely see vent problem fuel filler cap open closed flow lot fast filler cap open may something vent airway change position depend position may clog partially clog vent hear f2 fuel tank replace fix problem thing might defective control hose 1 carb petcock valve possibly fuel tank vent show problem fuel flow cold something carb screw many thing check would type day list everything back together apply vacuum petcock valve open drain hole carbs one one check fuel flow open airbox check foreign debris clog airway carb quite carb hope something flush trouble shoot american honda not resolve get mad hell report bbb call honda customer service hotline 800 number not recall top head call tire f2 day later customer satisfaction inquiry card arrive home ask like support receive would chance tell think,1,rec.motorcycles
"
Three, actually.  I believe I discussed countersteering a horse
before.

Basically, there are two ways to steer a horse, plow-rein and
neck-rein.  Plow-reining steers him by keeping the reins separate, and
you pull in the direction you wish to go.  Neck-reining steers a horse
by holding the reins together in one hand, and pulling against the
horse's neck in the direction you wish to go.  When training a
plow-steering horse to neck-rein, one technique is to cross the reins
under his necks.  Thus, when neck-reining to the left, the right rein
pulls against the right side of the neck, but the left side of the bit
(which the horse is used to from his plow-reining days).

Are you sorry you asked yet?
",three actually believe discuss countersteere horse basically two way steer horse plowrein neckrein plowreine steer keep rein separate pull direction wish go neckreine steer horse hold rein together one hand pull horse neck direction wish go train plowsteere horse neckrein one technique cross rein neck thus neckreine leave right rein pull right side neck leave side bit horse use plowreining day sorry ask yet,1,rec.motorcycles
"

I have tried others, but I think that the Adaptec is best value for money.




I dont think you can mix the two types of drive, unless you have one of the
SCSI/IDE cards that is available.  You will have to turn your IDE off.




Instructions for drive type are included with the controller.  With some it may be
a type 1. no matter what the disk is.  With others it may be a type 47.  I had one
controller that I had to tell the BIOS that no hard disk was installed.

 


Do not low level format a SCSI unless you have the SCSI low level format program. 
First use fdisk to set the partitions, then use format.

",try other think adaptec good value money do nt think mix two type drive unless one scsiide card available turn ide instruction drive type include controller may type 1 matter disk other may type 47 one controller tell bio hard disk instal not low level format scsi unless scsi low level format program first use fdisk set partition use format,0,comp.sys.ibm.pc.hardware
"
Don't even get hyped up.  They are still accepting submissions from the
members for various proposals of how to implement the standard.

You don't seem to realize that while v32bis was just an extension of
v32 (which took years to pass, implement, and finally sell at a reasonable
price), v.fast requires all new technology (not just faster DSP chips, etc.)
to achieve its performance.

Wait until next spring for the final ratification and modems coming shortly
after that.
",not even get hype still accept submission member various proposal implement standard not seem realize v32bis extension v32 take year pass implement finally sell reasonable price vfast require new technology not fast dsp chip etc achieve performance wait next spring final ratification modem come shortly,0,comp.sys.ibm.pc.hardware
"[]

	""These LPT1, COM1, disk controller are call devices.  There are
	devices that requires exclusive interrupt ownership, eg. disk
	controller (I6) and keyboard (I1).  There are also devices that
	does not require exclusive ownership, ie. it will share an
	interrupt with another device, eg. LPT1""

No.  In a standard ISA bus, the one that almost all non-laptop PCs use,
two separate interface cards cannot share an interrupt.  This is due to
a screwup in the bus design.  For example, if your Soundblaster wants
to drive interrupt number 7, then it must hold a certain bus wire to 0
or 1 at all times, depending on whether or not it wants an interrupt.
This precludes letting another card assert interrupt number 7.

When two or more devices in an ISA bus PC share an interrupt, it's
because they're implemented by a single card.",lpt1 com1 disk controller call device device require exclusive interrupt ownership eg disk controller i6 keyboard i1 also device not require exclusive ownership ie share interrupt another device eg lpt1 standard isa bus one almost nonlaptop pcs use two separate interface card not share interrupt due screwup bus design example soundblaster want drive interrupt number 7 must hold certain bus wire 0 1 time depend whether not want interrupt preclude let another card assert interrupt number 7 two device isa bus pc share interrupt implement single card,0,comp.sys.ibm.pc.hardware
"
Yes, weightlessness does feel like falling.  It may feel strange at first,
but the body does adjust.  The feeling is not too different from that
of sky diving.
",yes weightlessness feel like fall may feel strange first body adjust feel not different sky diving,2,sci.space
"

Make that buying a *first* bike- a new bike is not generally a good first
bike...

",make buy first bike new bike not generally good first bike,1,rec.motorcycles
"hi folks
i have 2 hd first is an seagate 130mb
the second a cdc 340mb (with a future domain no ram)
i'd like to change my 2 controller ide & scsi and buy
a new one with ram (at least 1mb) that could controll 
all of them
any companies?
how many $?
and is it possible via hw or via sw select how divide
the ram cache for 2 hd? (for example using dos that is 
about all on one hd i'd like to reserve ram cache just to it)",hi folk 2 hd first seagate 130 mb second cdc 340 mb future domain ram would like change 2 controller ide scsi buy new one ram least 1 mb could controll company many possible via hw via sw select divide ram cache 2 hd example use do one hd would like reserve ram cache,0,comp.sys.ibm.pc.hardware
"

The NASM photo archives are open to the public.  All (or almost all)
still pictures in the collection are available for viewing, but I
don't know about films.  At least it might be worth a try.  I'm not
sure if appointments are necessary, but I think not.

Good luck, and let us know what you find.",nasm photo archive open public almost still picture collection available viewing not know film least might worth try not sure appointment necessary think not good luck let we know find,2,sci.space
"Do all SCSI cards for DOS systems require a separate device driver to be loaded
into memory for each SCSI device hooked up?  Will this also be true of the 32-bit
OS's?

Thanks.",scsi card do system require separate device driver load memory scsi device hook also true 32bit os thank,0,comp.sys.ibm.pc.hardware
"I'm a biker and a dog-lover.

First and foremost, I want to mention some common sense.  If it's a choice
between injuring/killing a dog or getting yourself injured/killed, there is
only one rational decision.  Only the most insane animal rights kook would put
the dog first.

Second, it's useful to learn how to read a dog's body language.  How you react
to a dog who is chasing you because he thinks it's a game (and that you're
playing with him) is completely different from how you react to a dog which
has hostile intent.

Third, it's useful to learn how to present yourself to a dog.  Dogs are social
beasts, and recognize a domination/submission hierarchy.  To a dog, there are
two types of fellow-creatures; that which he dominates, and that which
dominate him.  You need to unambiguously represent yourself as being of the
latter class.  You are God: you are easily angered and your anger is terrible.
But God is also amused by one who properly submits to His dominance, and may
even on rare occasions dispense a kind word, a kind word, or even (oh joy oh
rapture unforeseen) A Dog Bisquit!

Now, how does that all relate to biking?  Well, first, it's a good idea to
assume that most dogs who chase motorcycles do so because they think it's a
game, and not out of overt hostility.  The MSF suggestion is a very good one;
when you see the dog coming, slow down so he determines a particular place of
interception.  Just before you (and he) reach that spot, punch the throttle so
that when he reaches it you're already long gone.  Dogs take a few seconds to
react to new input, and definitely cannot comprehend the acceleration that a
motorcycle is capable of.

With a hostile dog, or one which you repeatedly encounter, stronger measures
may be necessary.  This is the face off.  First -- and there is very important
-- make sure you NEVER face off a dog on his territory.  Face him off on the
road, not on his driveway.  If necessary, have a large stick, rolled up
newspaper, etc. (something the beast will understand is something that will
hurt him).  Stand your ground, then slowly advance.  Your mental attitude is
that you are VERY ANGRY and are going to dispense TERRIBLE PUNISHMENT.  The
larger the dog, the greater your anger.

Dogs will pick up anger, just as they can pick up fear.  And, since you and he
are not on his home territory, it may suddenly dawn on the dog that perhaps he
is on your territory, and that you are prepared to fight to the death.

Most dogs will decide that it is a good idea to retreat to their own territory
where there is at least a home advantage.  They'll also observe that you are
satisfied by that retreat (gesture of submission) and thus they have escaped
punishment.",biker doglover first foremost want mention common sense choice injuringkille dog getting injuredkille one rational decision insane animal right kook would put dog first second useful learn read dog body language react dog chasing think game play completely different react dog hostile intent third useful learn present dog dog social beast recognize dominationsubmission hierarchy dog two type fellowcreature dominate dominate need unambiguously represent latter class god easily anger anger terrible god also amuse one properly submit dominance may even rare occasion dispense kind word kind word even oh joy oh rapture unforeseen dog bisquit relate bike well first good idea assume dog chase motorcycle think game not overt hostility msf suggestion good one see dog come slow determine particular place interception reach spot punch throttle reach already long go dog take second react new input definitely not comprehend acceleration motorcycle capable hostile dog one repeatedly encounter strong measure may necessary face first important make sure never face dog territory face road not driveway necessary large stick roll newspaper etc something beast understand something hurt stand ground slowly advance mental attitude angry go dispense terrible punishment large dog great anger dog pick anger pick fear since not home territory may suddenly dawn dog perhaps territory prepare fight death dog decide good idea retreat territory least home advantage also observe satisfied retreat gesture submission thus escape punishment,1,rec.motorcycles
"
Well, apparently once you get past about 6 inches, all the luggage shifts back in the panniers, the passenger slides back, and the dog ends up hanging onto the top rack,
and they go all the way over until it's flat on it's ass, with the front wheel
straight up in the sky.  Impressive, but hard on the tail lights. :)",well apparently get past 6 inch luggage shift back pannier passenger slide back dog end hang onto top rack go way flat ass front wheel straight sky impressive hard tail light,1,rec.motorcycles
"

well it seemed to work for the Mac II installation I was talking about.
Oh yeah there is something I forgot to mention :
even though you're not suppposed to have water around, there IS
 some condenstion d
dripping from the roof of the plane make sure that your hardware is covered.
Make also sure that your keyboards are protected from the two-phase flow
coming out of sick people. It happened to us.....

Good luck.
",well seem work mac ii installation talk oh yeah something forgot mention even though not supppose water around condenstion dripping roof plane make sure hardware cover make also sure keyboard protect twophase flow come sick people happen we good luck,2,sci.space
"Do you or does anyone you know have a wrecked 1981 or later R80(anything)
or R100(anything) that they are interested in getting rid of?  I need
a motor, but will buy a whole bike.

email replies to:	David.Braun@FtCollinsCO.NCR.com
	or:		dab@vuse.vanderbilt.edu",anyone know wreck 1981 later r80anythe r100anythe interested getting rid need motor buy whole bike email reply davidbraunftcollinsconcrcom dabvusevanderbiltedu,1,rec.motorcycles
"It's a shame there's no law against Driving While Stupid.  After a little
while it would prevent all kinds of accidents.

Dean",shame law drive stupid little would prevent kind accident dean,1,rec.motorcycles
"
Be careful that you do not have any weight of the helmet resting on the
mirror.  It will depress the foam liner in the helmet.  That is not the
kind of foam that bounces back, like foam rubber.  Its purpose in life
is to absorb energy in an impact as it is compressed by your noggin.
If your mirror compresses it, there is that much less energy absorbing
capacity left to cushon your noggin in a crash.

I found the right handlebar to be a good spot, if on the sidestand.
Hang with the chinbar facing up, balanced across the grip and brake
lever such that the weight of the helmet doesn't compress any of the
chinbar foam.  This is more challanging with an open face helmet.
",careful not weight helmet resting mirror depress foam liner helmet not kind foam bounce back like foam rubber purpose life absorb energy impact compress noggin mirror compress much less energy absorbing capacity leave cushon noggin crash find right handlebar good spot sidestand hang chinbar face balanced across grip brake lever weight helmet not compress chinbar foam challanging open face helmet,1,rec.motorcycles
"Help!!!!!!!!!!!!!!!!!!!!! My computer from Gateway is freezing up on me.
Gateway tech support couldn't help me. They want more specifics on when
it freezes up.  I DID!  Anyway, here it is.  If the keyboard is left idle
in Dos for more than 15 minutes, I can type on the command line, but as 
soon as I hit a carraige return, the computer locks up.  This will happen
almost every time, whether I've just booted up, reset, or finished using a
dos program.  Everything works fine if I don't let it sit.  Windows is a
different story.  If I let the machine sit while in windows for 15 minutes
or more, it does not freeze up.  However,  I do get frequent application
errors that kick me out of an application unexpectedly, losing my work.
I just don't know if this is a hardware or software problem.  Any help
in diagnosis or things to try, would be greatly appreciated.  

P.S.  I do not run any TSRs (except smartdrive) and QAplus diagnostics 
says everything is good.


System is:  486SX-33
            15"" Crystalscan Gateway Monitor
            VLB-ATI ultra pro (using mach32 driver build 55)
            Winchester 170MB HD
            Microsoft mouse
Thanks,",help computer gateway freeze gateway tech support not help want specific freeze anyway keyboard leave idle do 15 minute type command line soon hit carraige return computer lock happen almost every time whether boot reset finish use do program everything work fine not let sit window different story let machine sit window 15 minute not freeze however get frequent application error kick application unexpectedly lose work not know hardware software problem help diagnosis thing try would greatly appreciate ps not run tsrs except smartdrive qaplus diagnostic say everything good system 486sx33 15 crystalscan gateway monitor vlbati ultra pro use mach32 driver build 55 winchester 170 mb hd microsoft mouse thank,0,comp.sys.ibm.pc.hardware
"Hello, if you have any experience/knowledge/comments/advice/etc about
Compaq's EISA Deskpro machines, please reply. (preferably via email)

I'm thinking of getting one and am looking for any & all user comments.

Thanks.",hello experienceknowledgecommentsadviceetc compaq eisa deskpro machine please reply preferably via email thinking get one look user comment thank,0,comp.sys.ibm.pc.hardware
"Has anybody ever heard of Hawk EISA/VLB motherboards?  NET Computers
International (from Computer Shopper) has the 486/33 version w/256k
cache for $559.  I'm trying to decide between this motherboard and the
NICE motherboard.  Thanks!

  PS:  The Hawk motherboard has 3 EISA slots, two of which are VLB.  The
spec sounds identical to the Nice.",anybody ever hear hawk eisavlb motherboard net computer international computer shopper 48633 version w256k cache 559 try decide motherboard nice motherboard thanks ps hawk motherboard 3 eisa slot two vlb spec sound identical nice,0,comp.sys.ibm.pc.hardware
"         No cache, also called 386DX.

     It has the same internals as the 386, is a real 32-bit processor, just has
     16 bit hookup to the outside world.

            Yes, optimized 387 internal.
            Yes, 8K.
            Yes, but only a few instructions, nothing noteworthy.

            486 with no coprocessor.

            Nope.  Just another name for the 486.
-------------------------------------------------------------------------
Frank Racis - FWR100@psuvm.psu.edu - fwr@eclu.psu.edu
Computers are useless; they can only give answers.",cache also call 386dx internal 386 real 32bit processor 16 bit hookup outside world yes optimize 387 internal yes 8k yes instruction nothing noteworthy 486 coprocessor nope another name 486 frank racis fwr100psuvmpsuedu fwreclupsuedu computer useless give answer,0,comp.sys.ibm.pc.hardware
"


No, the sky does not, at this time, belong to anyone.  Ownership is necessary
to the definition because someone has to have the authority to decide if the
action was good or bad.  If neither you or I own a brick wall, then I can't
unilaterally declare that spraypainting my name on it is right, and you don't
have the authority to declare that it is wrong.  The owner may find it artistic
or she may be call the police.

(this applies to the argument on bright satellites more than street lights)

It's vandalism because many people -- power companies -- do maliciously waste light. 

""maliciously"" implies evil intent.  The lighting companies aren't going out
of their way to spoil the sky.  They just don't care.


It is the responsibility of the customer to choose the most efficient hardware.
If that's what your city will buy, that's what the lighting company will sell.
Write a letter to city hall.

Please note that I'm not defending light pollution.  The orignial focus of 
this thread was space based light sources.

",sky not time belong anyone ownership necessary definition someone authority decide action good bad neither brick wall not unilaterally declare spraypainting name right not authority declare wrong owner may find artistic may call police apply argument bright satellite street light vandalism many people power company maliciously waste light maliciously imply evil intent lighting company not go way spoil sky not care responsibility customer choose efficient hardware city buy light company sell write letter city hall please note not defend light pollution orignial focus thread space base light source,2,sci.space
"I recently purchased the then current Pkg.# 486dx-33 for $2395 (but changed
to NEC 3FGx monitor upgrade). Buy this Pkg. #3 now - for $100 more, you now
get a bigger HD - 340mb with @256 HD cache. 30 days ago, when I bought this
pkg., it was 245mb with @132K HD cache. This is a great deal although it is
generally recommended you at least upgrade to the 15' Zeos (CTX) monitor for
$99 more I believe.  Whether you also upgrade to the Diamond Viper video
card is your choice. I stayed with the Diamond Speedstar Pro. Zeos Tech
Support is really good - call after normal business hours to get the 
fastest access. The hardest part about buying a Zeos is the wait till it is
delivered - once you order you can hardly wait to get it! There are quite a
few good mail order houses around - lots of bang for buck with Zeos.
",recently purchase current pkg 486dx33 2395 change nec 3fgx monitor upgrade buy pkg 3 100 get big hd 340 mb 256 hd cache 30 day ago buy pkg 245 mb 132k hd cache great deal although generally recommend least upgrade 15 zeos ctx monitor 99 believe whether also upgrade diamond viper video card choice stay diamond speedstar pro zeos tech support really good call normal business hour get fast access hard part buying zeos wait till deliver order hardly wait get quite good mail order house around lot bang buck zeos,0,comp.sys.ibm.pc.hardware
"



Annoying??? Are you actually using one or are you just talking? ;-)

I'm sitting in from of one right now and I must say I never notice them! Yes,
of course I can see them if I look, but annoying? NO WAY!!!

Christian",annoying actually use one talk sit one right must say never notice yes course see look annoying way christian,0,comp.sys.ibm.pc.hardware
"Lisa Rowlands, on the Wed, 21 Apr 1993 10:13:31 +0000 wibbled:
: Can anyone recommend a good place for reasonably priced bike paint jobs, preferably but not essentially in the London area. 

: Thanks 

: Lisa Rowlands
: -- 
: Alex Technologies Ltd		CP House
: 				97-107 Uxbridge Road
: Tel: 	+44 (0)81 566 2307	Ealing
: Fax: 	+44 (0)81 566 2308	LONDON
: email:	lisa@alex.com		W5 5LT


Lisa,

Try Pip on 081 590 8045.  She does wonderful things with paint...
I've seen her work and it's good.

Best of luck.

--

Nick (the well connected Biker)   DoD 1069   Concise Oxford   Boring paint job

M'Lud.",lisa rowland we d 21 apr 1993 101331 0000 wibble anyone recommend good place reasonably price bike paint job preferably not essentially london area thank lisa rowland alex technology ltd cp house 97107 uxbridge road tel 44 081 566 2307 eale fax 44 081 566 2308 london email lisaalexcom w5 5lt lisa try pip 081 590 8045 wonderful thing paint see work good good luck nick well connect biker dod 1069 concise oxford boring paint job mlud,1,rec.motorcycles
"

How could this possibly be ""environmental vandalism"" when there is no
""environment"" to vandalize up there?

Since the advertising ""is just to help defray costs"", it's certainly no
surprise that ""the taxpayers would bear most of the expense"".  Sounds
like a good idea to me, since the taxpayers would bear _all_ of the
expense if they didn't do the advertising.


Great idea, they should have done it long ago.


I can't believe that a mile-long billboard would have any significant
effect on the overall sky brightness.  Venus is visible during the day,
but nobody complains about that.  Besides, it's in LEO, so it would only
be visible during twilight when the sky is already bright, and even if
it would have some miniscule impact, it would be only for a short time
as it goes zipping across the sky.


No doubt.  People are always looking for something to protest about, so
it would be no surprise.


Well, look on the, er, bright side.  Imagine the looks on the faces of
people in primitive tribes out in the middle of nowhere as they look up
and see a can of Budweiser flying across the sky... :-D

--",could possibly environmental vandalism environment vandalize since advertising help defray cost certainly surprise taxpayer would bear expense sound like good idea since taxpayer would bear expense not advertise great idea do long ago not believe milelong billboard would significant effect overall sky brightness venus visible day nobody complain besides leo would visible twilight sky already bright even would miniscule impact would short time go zipping across sky doubt people always look something protest would surprise well look er bright side imagine look face people primitive tribe middle nowhere look see budweiser fly across sky,2,sci.space
"Quite right, your batteries should be perfectly alright and retain
most of their charge if drained and dried well, but I'd throw out the
electrolyte and buy some more when you need it.


     And before anyone says I'm wrong, remember that new batteries almost
always come ready charged and dry, and they are perfectly OK even after
several years' storage at the shop.",quite right battery perfectly alright retain charge drain dry well would throw electrolyte buy need anyone say wrong remember new battery almost always come ready charge dry perfectly ok even several year storage shop,1,rec.motorcycles
"
[STUFF DELETED]

        ^^^^^^^^^^^^^^

A friend who owns a company that builds clones shared with me the fact that
the PCI chipset is NOT expensive -- how about $12?  Many money-hungry-clone
makers, no doubt, will attempt to price the boards high only because it's
new technology.

Lance Hartmann (lance%hartmann.austin.ibm.com@ibmpa.awdpa.ibm.com)
               Yes, that IS a '%' (percent sign) in my network address.",stuff delete friend own company build clone share fact pci chipset not expensive 12 many moneyhungryclone maker doubt attempt price board high new technology lance hartmann lancehartmannaustinibmcomibmpaawdpaibmcom yes percent sign network address,0,comp.sys.ibm.pc.hardware
"}Sheesh, even a trained attack dog is no match for a human,
}we have *all* the advantages.

I agree with this 100%. After all, when you grab under his chin and
are careful to keep your hands away from his twisting head, what is
he going to do -- tailwag you to death? I even had one occasion where
I was unexpectedly jumped by a 130 lb. German Shepherd and grabbed
his upper jaw in one hand and his lower jaw in the other. Now I'm
holding his mouth open (no way is he strong enough to clamp down)
and he can do nothing.

HOWEVER, all this macho shit aside, the fact is that when you are
riding a bike and a dog is arrowing to intercept, it may be unwise
for you to stop and try to deal with the dog, for the simple fact
that it might be through your leathers and working on your jeans
before you can dismount and deal with it properly.

By all means, if you do kick the dog or otherwise get its attention,
STOP and STAY there. If you kick the dog and ride away, that is a
victory for the dog -- it drove you out of its territory. It is not
even a qualified victory, it is a victory. If you kick it and STOP,
and sit there, 99% of dogs will say, ""Oh, shit! This guy's serious!""
and back off. Now you have established your dominance over the dog,
and it probably will not bother you again.

Llamas, however, are a different story. If you stop near a llama,
it will just hop on and insist on a ride. And that's if you're
lucky; if it doesn't like you it'll barf you off the bike and
steal it!",sheesh even train attack dog match human advantage agree 100 grab chin careful keep hand away twist head go tailwag death even one occasion unexpectedly jump 130 lb german shepherd grab upper jaw one hand low jaw hold mouth open way strong enough clamp nothing however macho shit aside fact ride bike dog arrowe intercept may unwise stop try deal dog simple fact might leather work jean dismount deal properly mean kick dog otherwise get attention stop stay kick dog ride away victory dog drive territory not even qualified victory victory kick stop sit 99 dog say oh shit guy serious back establish dominance dog probably not bother llama however different story stop near llama hop insist ride lucky not like barf bike steal,1,rec.motorcycles
"
We can only say that they are beyond about 25 AU, due to the low
accuracy of position determination by single detectors.


It may be a NEW Physics problem (i.e. a problem involving new
physics).  However, the data is not good enough to rule out the >100
models which use old physics.  New physics is a big step, and is only
tolerated when there is no alternative.  For example , the Dark Matter
Problem (there's more to the universe than meets the eye) is a question
of comparable mystery to GRBs, but we have much better data regarding
it.  Theoreticians postulate new particles all the time to explain it,
but no one will actually believe that these particles are real until an
experimentalist (or several) detects them in the lab.
",say beyond 25 au due low accuracy position determination single detector may new physics problem ie problem involve new physics however data not good enough rule 100 model use old physics new physics big step tolerate alternative example dark matter problem universe meet eye question comparable mystery grb much well datum regard theoretician postulate new particle time explain one actually believe particle real experimentalist several detect lab,2,sci.space
"
No.

At least, that's what I told the NASA rent-a-cop that stopped me
because he swore I was ""lifting it up.""

He didn't completely buy the part about water in the carbs, either.
",least tell nasa rentacop stop swore lifting not completely buy part water carb either,1,rec.motorcycles
": I am in the market for a bike and have recently found a 1990
: Honda VRF 750 at a dealership. The bike has about 47,000 miles
: and is around $4500. It has had two previous owners, both employees
: of the dealership who, I have been told, took very good care of the
: bike.

: I have two questions: 1) Is this too many miles for a bike? I know this
: would not be many miles for a car but I am unfamiliar with the life
: span of bikes. 2) Is this a decent price? I am also unfamilar with
: prices for used bikes. Is there a blue book for bikes like there is
: for cars?.

: Thanks for any advice you can give.

:                             --Mark

",market bike recently find 1990 honda vrf 750 dealership bike 47000 mile around 4500 two previous owner employee dealership tell take good care bike two question 1 many mile bike know would not many mile car unfamiliar life span bike 2 decent price also unfamilar price use bike blue book bike like car thank advice give mark,1,rec.motorcycles
"In response to Jerry Lotto's post about not putting your helmet on your
mirror or else risk damaging the padding from the inside.

One of the major causes of mirror breakage is impact with the pavement.
Laws mandating that all mirrors be protected by helmets might be in order.
But seriously...

One place to put a helmet is on a, preferably clean, footpeg, hanging from
the chin-guard, away from any hot pipes.",response jerry lotto post not put helmet mirror else risk damage padding inside one major cause mirror breakage impact pavement law mandate mirror protect helmet might order seriously one place put helmet preferably clean footpeg hang chinguard away hot pipe,1,rec.motorcycles
"
The prob is that you're wrong.
Newbie here.
I just got off the phone with a salesman
that showed by newbieness.

If I remember what he said correctly:
GSXR250 - no such thing
CBR250 - NO.   Its CB250.
FZR250 - no such thing.

Most sport bikes don't have 250 versions.
",prob wrong newbie get phone salesman show newbieness remember say correctly gsxr250 thing cbr250 cb250 fzr250 thing sport bike not 250 version,1,rec.motorcycles
"


McGuyers makes a full line of polishing compounds and waxes... Read
the lables and pick the one that matches the marks that you see on the
paint. Then do both you and your fiance a favor by putting a nice
thick coat of the carnuba wax on the bike. After that those little
scratches will just buff out.",mcguyer make full line polish compound wax read lable pick one match mark see paint fiance favor put nice thick coat carnuba wax bike little scratch buff,1,rec.motorcycles
"
One day out riding, my friend and i were passing a field of goats and
noticed 2 out on the road. As we slowed to pass the ram made a dash at 
my friend just missing him and then tangling it self up in the barb wire
fence. Being good samaritains and generally nice guys we turned around to 
untrangle the goat from the barbed wire. As I pulled up next to him
(seeing him still tangled up), stopped the bike and got off the Goat had
vanished (into the field I guess).",one day ride friend pass field goat notice 2 road slow pass ram make dash friend miss tangle self barb wire fence good samaritain generally nice guy turn around untrangle goat barb wire pull next seeing still tangle stop bike get goat vanish field guess,1,rec.motorcycles
"What fraction of the NASA workforce is civil servant 
as opposed to contractor and what are the rules on
reduction in work force for civil servants?

eg, if say the shuttle program is terminated, how
much is payroll reduced and how?",fraction nasa workforce civil servant oppose contractor rule reduction work force civil servant eg say shuttle program terminate much payroll reduce,2,sci.space
"
Never had any problem with mine...

Are you *SURE* the nut/bolt you are trying is really a 1/2"" hex?  13mm
is just slightly larger...  and a 1/2 wrench won't fit on a GM 13mm
nut (my 91 GMC pickup has several 13mm nuts on it...  really annoying, metric
threads too.  Seems that most of the body is metric, most of the engine is
SAE).

",never problem mine sure nutbolt try really 12 hex 13 mm slightly large 12 wrench not fit gm 13 mm nut 91 gmc pickup several 13 mm nut really annoying metric thread seem body metric engine sae,1,rec.motorcycles
"
Hi, any body has experience with the Ultrastor UltraSCSI driver package?
I also need the phone number for Ultrastor (it's not in the book) and
i cannot find them in the company listing in Computer Shopper.
Thanks in advance
  tony kwong (908) 699-4130 
",hi body experience ultrastor ultrascsi driver package also need phone number ultrastor not book not find company list computer shopper thank advance tony kwong 908 6994130,0,comp.sys.ibm.pc.hardware
